Frage,Antwort,Referenz
What is the goal of an internal or external audit in the ISMS/BCMS context?,"According to Section 2.1 Audit objectives in Document: KISTERS_IS_Audits.pdf, the objective of internal and external audits is to evaluate whether the information security management system (ISMS), including the integrated business continuity management system (BCMS) and the data protection management system (DPMS),

* conforms to
	+ KISTERS' own objectives for its management systems,
	+ 3 rd parties' requirements and expectations on KISTERS' information security management, business continuity management and data protection,
	+ the requirements of the standards which KISTERS is committed to comply to, such as ISO/IEC 27001, BSI C5, SOC 2, TISAX, BSI TR-03109-6, etc.,
	+ legal and statutory requirements, such as GDPR, NIS 2, and other applicable laws and acts;
* is effectively implemented and maintained;
* the technical and organisational measures for information security, business continuity and data protection implemented by KISTERS
* are suitable for meeting the defined requirements,
* are effective for achieving the information security objectives,
* conform to the standards addressed by the ISMS as well as to other applicable national and international standards, best practices and statutory requirements, including but not limited to BSI 200-4, TÜV TSI, CIS Benchmarks, OWASP, ...",Audit Guideline – 1.1 Motivation
"Why does KISTERS conduct internal and external audits, and what is the goal of the audit program?","According to the document ""KISTERS_IS_Audits.pdf | Section: 1.1 Motivation and Objectives"", management systems and procedures to ensure information security and business continuity are not static, but must constantly adapt to the changing internal and external conditions of the organisation in a continuous improvement process [id=""1""]. Internal and external audits serve to verify whether the defined and implemented technical and organisational measures meet the required and self-defined standards.

The objective of this guideline is to define a standardised procedure for the planning and execution of audits in order to achieve a uniform procedure and documentation as far as possible, to avoid the degradation or disruption of business operations, and to minimise access to internal and confidential information in the course of audits [id=""1""].

The audit program includes but is not limited to internal and external audits on the following topics: Audits of the ISMS by examining the implementation of measures according to the controls of ISO/IEC 27001, including controls from ISO/IEC 27017, ISO/IEC 27018, ISO/IEC 27019, ISO/IEC 27701, as applicable [id=""1""].",Audit Guideline – 1.1 Motivation and Objectives / 2 Audit Programme
"What is included in the audit program, which must be reviewed every six months?","According to the document ""KISTERS_IS_Audits.pdf | Section: 2 Audit Programme"", all planned audits as well as all conducted audits MUST be summarized in the 'KISTERS IS Audit Programme' [1]. The CISO, the BCMO and the DPO are jointly responsible for managing and reviewing this program.",Audit Guideline – 2 Audit Programme
How is an audit ID generated and what is it used for?,"According to the provided context, specifically from Document: KISTERS_IS_Audits.pdf | Section: 2 Audit Programme [1], the audit ID is generated in the form ""ISAyyyymm_<Subject>"" where:

* ISA is a prefix
* yyyymm is the year and month of the audit
* <Subject> is a descriptive text related to the audit

The audit ID is used to identify each audit uniquely. It is assigned by the CISO, BCMO, or DPO.

Reference: Document: KISTERS_IS_Audits.pdf | Section: 2 Audit Programme [1]",Audit Guideline – 2 Audit Programme (Audit-ID „ISAyyyymm_“)
"What topics typically fall within the scope of an audit at KISTERS (e.g., ISMS, BCMS, technical audits)?","According to the provided context, the following topics typically fall within the scope of an audit at KISTERS:

- Audits of the ISMS by examining the implementation of measures according to the controls of ISO/IEC 27001, including controls from ISO/IEC 27017, ISO/IEC 27018, ISO/IEC 27019, ISO/IEC 27701, as applicable [1].
- Audits of the BCMS by examining the implementation of measures according to the controls of ISO 22301 and BSI 200-4.
- Technical audits of KISTERS' internal and KISTERScloud IT infrastructure, including penetration tests.
- Audits of business continuity management and incident management, including exercises on incident management and disaster recovery.
- Audits of KISTERS' suppliers (vendor audits by or on behalf of KISTERS).
- Audits of KISTERS as a supplier (vendor audits of KISTERS by or on behalf of clients).
- Audits of KISTERS solutions regarding IT security and/or data protection features, including penetration tests, by KISTERS or 3rd parties.
- Internal risk assessments.
- Audits of individual technical or organisational aspects at KISTERS which are relevant for information security, business continuity and/or privacy.

These topics are mentioned in the context as falling within the scope of audits conducted at KISTERS.",Audit Guideline – 2.2 Audit scopes
"What is expected of me as a participant in an audit during the preparation phase (e.g., documents, availability, responsibilities)?","According to the provided context, as a participant in an audit, you are expected to:

* Understand the objective and the scope of the audit (what's in, what's out) [1]
* Be aware of relevant norms, regulations, contracts or other relevant references for the scope
* Confirm that you are responsible for and able to provide information on the topics of the audit, otherwise name the responsible staff members to the auditor
* Prepare all relevant documents for review prior to the audit, provide to auditor if requested

It is also recommended to verify that the auditor is subject to a professional confidentiality obligation or that a valid non-disclosure agreement covering the audit is in place.

Please note that these expectations are based on the provided context and might not be an exhaustive list of responsibilities.",Audit Guideline – 2.3.1 Preparation (Participant)
"How should I behave during an audit, particularly with regard to transparency and evidence?","According to the document ""KISTERS_IS_Audits.pdf | Section: 2.3 Conduct of an audit"", it is recommended that you SHOULD follow these guidelines:

* Be transparent and honest in your responses.
* Provide documented evidence whenever possible and appropriate.
* Keep time schedule as strict as possible.

You should also refer to the document ""KISTERS_IS_Audits.pdf | Section: 2.3 Conduct of an audit"" for further information on conducting an audit.",Audit Guideline – 2.3.2 Execution (Participant)
"What are the next steps after an audit if I, as the responsible party, receive an audit report?","According to the provided context in ""Document: KISTERS_IS_Audits.pdf | Section: 3 Management of audit findings,"" all audit findings (deviations and opportunities for improvement) concerning KISTERS as the responsible party MUST be documented and tracked in the KISTERS ticket system. Additionally, all corresponding follow-up actions MUST be tracked according to the ""KISTERS IS Guideline Change Management"" [4].

The next steps after an audit would be:

1. Document all audit findings (deviations and opportunities for improvement) in the KISTERS ticket system.
2. Track all corresponding follow-up actions according to the ""KISTERS IS Guideline Change Management"" [4].
3. Process audit findings, which includes rating them as ""opportunity for improvement,"" ""minor deviation,"" or ""major deviation.""",Audit Guideline – 2.3.3 Report / 3 Management of audit findings
What types of deviations (findings) are found during audits?,"According to the KISTERS_IS_Audits.pdf document, there are three types of audit findings:

1. Major deviation: A significant nonconformity that may impair the achievement of the required objectives of the process under investigation [2].
2. Minor deviation: A nonconformity which does not in itself affect the achievement of the objectives of the process under review [3].
3. Opportunity for improvement: A conformant topic where further improvements might be achievable [4].

These types of findings are mentioned in Section 2.4 Audit Findings of the document.

Additionally, according to the KISTERS_BCM_1-BCHandbook.pdf document, during the assessment of an incident, facts about the incident and measures taken so far should be documented and summarized. This includes understanding what has happened, which assumptions have been confirmed or not, and what impact the event has on the organization [5].",Audit Guideline – 2.4 Findings
"How does a ""major deviation"" differ from a ""minor deviation"" in an audit context?","According to the provided context, a major deviation is defined as ""a significant nonconformity with the relevant requirements that may impair the achievement of the required objectives of the process under investigation"" (Document: KISTERS_IS_Audits.pdf | Section: 2.4.1 Major deviation). In contrast, a minor deviation is described as ""a nonconformity which does not in itself affect the achievement of the objectives of the process under review"" (Document: KISTERS_IS_Audits.pdf | Section: 2.4.2 Minor deviation).

Therefore, the key difference between major and minor deviations lies in their impact on the process under investigation. A major deviation has a significant potential to impair the required objectives, while a minor deviation does not have such an effect.

According to the guidelines for auditing (Document: KISTERS_IS_Audits.pdf | Section: 2.4 Audit findings), nonconformities are classified as either major or minor deviations based on their impact on the process under investigation.

It's worth noting that these definitions and classifications are specific to the audit context described in the provided documents.",Audit Guideline – 2.4.1 Major deviation / 2.4.2 Minor deviation
"What is meant by ""opportunity for improvement"" and how binding is its implementation?","According to the provided context, in Section 2.4.3 of Document: KISTERS_IS_Audits.pdf, an opportunity for improvement can be identified when the requirements are met but there is still room for further improvement.

There are no formal deadlines for addressing opportunities for improvement; however, they should be considered and corresponding decisions should be documented before the next audit.",Audit Guideline – 2.4.3 Opportunity for improvement
How is an audit finding documented in the ticketing system?,"According to the provided context, all audit findings (deviations and opportunities for improvement) concerning KISTERS as the responsible party MUST be documented and tracked in the KISTERS ticket system [4].",Audit Guideline – 3.1 Audit Tickets
"How does an audit finding become a ticket, and what role does the ""Audit Summary Ticket"" play in this process?","According to the provided document **KISTERS_IS_Audits.pdf | Section: 3.1 Organization of audit tickets**, an Audit Action Ticket SHOULD be created for each finding from an audit. The subject of the Audit Action Ticket SHOULD be in the form: ""[Audit-ID](Finding-ID) &lt;short description&gt;"".

The ""Audit Summary Ticket"" plays a crucial role in this process as it serves as a top-level ticket or issue that MUST be created for each audit. It is linked to the Audit Action Tickets and has a Deadline defining the latest date of resolution for all associated Audit Action Tickets.",Audit Guideline – 3.1 Organization of audit tickets
"How are tickets originating from audits prioritized (e.g., Major Deviation vs. Minor Deviation) and what target implementation deadlines apply to them?","According to the document ""KISTERS_IS_Audits.pdf | Section: 3.2.1 Standard audit ratings"", tickets originating from audits are rated using a three-valued rating scheme, which SHOULD be mapped to rating of Audit Action Tickets as follows:

| Audit Rating        | Jira Priority   | Target Planning Time   | Target Resolution Time   |
|---------------------|-----------------|------------------------|--------------------------|
| Major Deviation     | High            | 2 Weeks                | 1 Month                  |
| Minor Deviation     | Medium          | 2 Months               | 3 Months                 |

Regarding target implementation deadlines, the document ""KISTERS_IS_ChangeManagement.pdf | Section: 6.3 Ticket Priority"" states that:

* Tickets with priority High or Highest SHOULD have a defined Due Date set; reasons for major deviations from the default Due Date SHOULD be documented in the Ticket.

In addition, according to the document ""KISTERS_IS_Audits.pdf | Section: 2.4.1 Major deviation"", a Major Deviation is considered a significant nonconformity that requires correction within a specified period, and its effectiveness must be verified.

Therefore, tickets originating from audits with a rating of Major Deviation are prioritized as High in Jira, have a target planning time of 2 weeks, and a target resolution time of 1 month.",Audit Guideline – 3.2.1 Standard audit ratings
"How are risk ratings (Very High, High, Medium, …) assigned to Jira priorities and processing times?","According to the provided context [id] **Document: KISTERS_IS_Audits.pdf | Section: 3.2.2 Risk-based ratings**, there is no direct assignment of risk ratings to Jira priorities and processing times in this specific document.

However, according to another section of the same document [id] **Document: KISTERS_IS_Audits.pdf | Section: 3.2.1 Standard audit ratings**, a three-valued rating scheme (Major Deviation, Minor Deviation, Opportunity for Improvement) is used and mapped to Jira priorities as follows:

| Audit Rating        | Jira Priority   | Target Planning Time   | Target Resolution Time   |
|---------------------|-----------------|------------------------|--------------------------|
| Major Deviation     | High            | 2 Weeks                | 1 Month                  |
| Minor Deviation     | Medium          | 2 Months               | 3 Months                 |
| Opportunity f. Improvement | Low             | -                      | 6 Months or next audit   |

And according to another section of the same document [id] **Document: KISTERS_IS_Audits.pdf | Section: 3.2.2 Risk-based ratings**, a five-valued rating scheme (Very High, High, Medium, Low, Informational) is used and mapped to Jira priorities as follows:

| Risk Rating   | Jira Priority   | Target Planning Time   | Target Resolution Time   |
|---------------|-----------------|------------------------|--------------------------|
| Very High     | Very High       | ASAP                   | 1 Week                   |
| High          | High            | 2 Weeks                | 1 Month                  |
| Medium        | Medium          | 2 Months               | 3 Months                 |
| Low           | Low             | -                      | 6 Months or next audit   |
| Informational | Lowest          | -                      | 12 Months or next audit  |

It is worth noting that the context does not provide a clear assignment of risk ratings to Jira priorities and processing times in all cases.",Audit Guideline – 3.2.2 Risk-based ratings
What do I need to consider if an audit finding requires action across multiple teams – how should tickets be created?,"According to the guidelines in Section 3.3.2 Multiple Audit Action Tickets per finding of Document: KISTERS_IS_Audits.pdf, if a single finding requires independent actions by different teams or assignees or in different projects, more than one Audit Action Ticket MAY be created for a single finding.

The subjects of the Audit Action Tickets MUST follow the convention defined above, but SHOULD be different to allow for easy identification.",Audit Guideline – 3.3.2 Multiple Audit Action Tickets per finding
How do I proceed if an existing ticket also covers the content of a new audit finding?,"According to Section 3.3.3 Re-use of existing tickets in Document: KISTERS_IS_Audits.pdf, if an existing ticket already covers the content of a new audit finding, you SHOULD use that existing ticket as the Audit Action Ticket for the audit. To link it, set the label ""ISAuditAction"" in Jira and make sure it is linked to the current Audit Summary Ticket as a blocking ticket. The subject of the Audit Action Ticket SHOULD NOT be changed.",Audit Guideline – 3.3.3 Re-use of existing tickets
What should be done if a customer requests a vendor audit from KISTERS or conducts security checks independently?,"According to the guidelines, if a client requests a vendor audit of KISTERS, the following steps MUST be taken:

1. The audits and audit plans MUST be coordinated and planned in advance with the KISTERS CISO.
2. The audits MUST NOT unreasonably and uncontrollably impact KISTERS business operations.
3. Sales aspects, e.g., cost sharing by the client for the KISTERS expenses to support the audits, MUST be clarified in advance.
4. A confidentiality agreement between the client and KISTERS MUST be concluded beforehand.
5. If the client engages an external auditor, a confidentiality agreement between the auditor and KISTERS MUST also be concluded in advance.
6. Auditors MUST NOT be given access to systems and data of other clients.
7. The audit results MUST be treated confidentially in all cases.
8. The results of the audits MUST be made available to KISTERS and shall be documented as internal audits reports in the KISTERS ISMS.

If a customer conducts security checks independently, without prior consultation with KISTERS, any information about such audits MUST also be forwarded to the KISTERS CISO or BCMO.",Audit Guideline – 3.4 Special case: vendor audits by clients
Who regularly checks the status of the audit actions and how is this check documented?,"According to Document: KISTERS_IS_Audits.pdf, Section 4 Review of audit actions [1], the status of audit actions MUST be reviewed on a regular schedule by two persons:

- The head of team or system owner responsible for the audited subject matter, area, solution, organization, etc.
- The ISMT (Information Security Management Team) for all audit actions.

Upon review, any changes to the audit tickets MUST be documented in the corresponding tickets [1].",Audit Guideline – 4 Review of audit actions
What is the purpose of the Business Continuity Handbook and who does its regulation affect?,"According to Document: KISTERS_BCM_1-BCHandbook.pdf | Section: 1.2 Scope, the Business Continuity Handbook's purpose is to provide an overview of business continuity measures, procedures, and additional information required to respond to interrupted business processes in organizational units.

The regulation affects all locations, organizational units, and business processes within the scope of the BCMS (Business Continuity Management System), as mentioned in Document: KISTERS_BCM_1-BCHandbook.pdf | Section: 6.",BCM Handbook – 1.1 Objective / 1.2 Scope
"For which situations is the Business Continuity Handbook intended, and for which areas of the KISTERS Group is it binding?","According to the provided context, the Business Continuity Handbook is intended for emergency management and can also be used for crisis management. It covers all aspects of emergency management and can be used without recourse to more detailed emergency plans [7].

The handbook is binding for the following areas of the KISTERS Group: 

- All locations
- Organizational units
- Business processes within the scope of the BCMS (Business Continuity Management System) [7].

These include, among others, all locations, organizational units, and business processes within the scope of the BCMS, as outlined in the ""Guideline on information security, data protection and business continuity"" [1].",BCM Handbook – 1.1 Objective / 1.2 Scope
"How is the difference between ""disruption"" and ""critical disruption"" described in the BCM manual?","According to the KISTERS BCM 1-BCHandbook, a critical disruption is defined as an interruption to business operations that affects at least one time-critical business process that cannot be restored to normal operation within the maximum tolerable period of disruption (MTPD). In contrast, a disruption is any situation in which processes or resources are not available as intended.",BCM Handbook – 1.3.1 Disruption / 1.3.2 Critical Disruption
When does KISTERS speak of an emergency and when of a crisis?,"According to the provided context, specifically in Document: KISTERS_BCM_1-BCHandbook.pdf | Section: 1.3.3 Emergency, an **emergency** is defined as:

""Emergencies are interruptions to business operations that affect at least one time-critical business process that cannot be restored during normal operation within the maximum tolerable period of disruption (MTPD). In contrast to critical disruptions, an Emergency Response Organisation (BCM-ERO) is required to deal with emergencies. In contrast to a crisis, suitable plans for dealing with emergencies are available or existing plans can be adapted.""

On the other hand, in Document: KISTERS_BCM_1-BCHandbook.pdf | Section: 1.3.4 Crisis, a **crisis** is defined as:

""A crisis is defined as a damaging event that has a massive negative impact on KISTERS AG and whose effects on KISTERS AG cannot be managed during normal operations.""

In summary, an emergency occurs when there's an interruption to business operations that affects at least one critical process and can't be restored within the MTPD, whereas a crisis is a more severe event with a massive negative impact that cannot be managed through regular operations.",BCM Handbook – 1.3.3 / 1.3.4
"What criteria must be met for an incident at KISTERS to be classified as an ""emergency""?","According to the provided context, specifically in <source id=""3"">Document: KISTERS_BCM_1-BCHandbook.pdf | Section: 1.3.3 Emergency</source>, an emergency is defined as an interruption to business operations that affects at least one time-critical business process and cannot be restored within the maximum tolerable period of disruption (MTPD).",BCM Handbook – 1.3.3 Emergency
"At what point does KISTERS speak of an ""emergency"" and how does this differ from a ""crisis""?","According to the provided context, in Section 1.3.3 of the document KISTERS_BCM_1-BCHandbook.pdf [4], an emergency is defined as an interruption to business operations that affects at least one time-critical business process that cannot be restored during normal operation within the maximum tolerable period of disruption (MTPD). In contrast, a crisis is defined in Section 1.3.4 as a damaging event that has a massive negative impact on KISTERS AG and whose effects on KISTERS AG cannot be managed during normal operations.

The key difference between an emergency and a crisis lies in the manageability of their effects within regular business operations. An emergency requires the activation of an Emergency Response Organisation (BCM-ERO) to deal with it, whereas a crisis is more severe and involves measures initiated by the BCM-ERO in cooperation with external aid organizations, public disaster control, and/or civil protection.",BCM Handbook – 1.3.3 Emergency / 1.3.4 Crisis
"What basic principles must I observe when taking general immediate action in a dangerous situation (e.g. evacuation, first aid)?","According to the KISTERS_BCM_1-BCHandbook.pdf document, Section: 2.1 General Immediate Measures [5], the following basic principles must be observed:

* Keep calm
* Self-protection comes first
* Protection of life and limb has top priority
* Announcements, especially those made by emergency services, must be followed
* Supervisors are responsible for securing their areas

Additionally, in the event of danger to life and limb, rescue services must be called in immediately.",BCM Handbook – 2.1 General Immediate Measures
"What should I do if I notice a cyberattack (e.g., ransomware)?","According to the provided documents, specifically the ""KISTERS_BCM_1-BCHandbook.pdf"" and ""Document: KISTERS_BCM_7-EP-cyber_attack.pdf"", the following steps should be taken in case of a suspected cyberattack (e.g., ransomware):

1. Keep calm and do not follow any instructions on the screen.
2. Disconnect all network connections immediately.
3. Do not start any further programs and do not open any further files.
4. Call the IT emergency number immediately.
5. Wait for further instructions.

Additionally, it is recommended to isolate the affected systems from the rest of the network as quickly as possible, activate emergency environments if available, and initiate a rebuild from scratch of the affected systems in parallel.

Please note that these steps are based on the provided context and may not be exhaustive or applicable to all situations.",BCM Handbook – 2.2.1 Cyber Attack
What immediate actions should an employee take if they notice a cyberattack?,"According to the KISTERS BCM Handbook, in the event of a suspected or actual cyber attack (ransomware/malware), employees SHOULD follow these immediate measures:

1. Keep calm and do not follow any instructions on the screen.
2. Disconnect all network connections immediately.
3. Do not start any more programmes and do not open any more files.
4. Call the IT emergency number immediately.
5. Wait for further instructions.
6. For further preservation of evidence and forensic investigation, immediately hand over the computer to the IT administration as instructed.

These steps are outlined in the table titled ""Immediate Measures Cyber Attack (Ransomware/Malware)"" found in Section 2.2.1 of the KISTERS BCM Handbook.",BCM Handbook – 2.2.1 Cyber Attack Immediate Measures
"What should I, as an employee, do specifically if a ransomware message appears on my screen?","If you suspect that your computer has been infected with a virus, including ransomware, follow these steps immediately:

1. Stay calm! Never follow messages that appear on the screen.
2. Disconnect all network connections: Activate airplane mode, switch off WiFi/Bluetooth, unplug the network cable.

According to KISTERS_IS_Guideline.pdf | Section: 13.2 Measures in case of suspected malware attack (reactive), you should also not start any further programs and do not open any further files. Inform your IT administrators by phone(!) with the following information ready:

* What device are we talking about, where is it and how was it and/or is it currently incorporated into the corporate network?
* How was the virus detected (virus scanner, messages/comments in documents, crashes, error messages, etc.)?
* If detected by virus scanners: What kind of virus has been detected?
* What was the possible virus source (email, website, download, network, USB stick, CD, etc.)?
* Could it be that the virus has been transferred to others (via email, USB stick, network, CD, etc.)?

Wait for further instructions from your IT administrator.",BCM Handbook – 2.2.1 Immediate Measures in the Event of Cyber Attack (Ransomware/Malware)
"What should I do if I, as an employee, notice a prolonged power outage in the building? Whom should I inform?","According to the KISTERS Business Continuity Handbook, in case of a prolonged power outage, you should first report it by telephone to the facility management or head office with a request for immediate forwarding to the facility management. 

You can find this information in Table 4: Immediate measures power failure from the document <source id=""6"">Document: KISTERS_BCM_1-BCHandbook.pdf | Section: 2.2.4 Immediate Measures in the Event of Power Failure</source>.",BCM Handbook – 2.2.4 Immediate Measures in the Event of Power Failure
Whom should I inform in the event of a prolonged power outage?,"According to the document KISTERS_IS_IncidentManagement.pdf | Section: 7.3.2 Federal Office for Information Security (BSI), if there is a critical Security Incident that may result in a breakdown or loss of KISTERScloud Systems which are part of a system or process declared as 'critical infrastructure', the client and KISTERS, represented by the KISTERS Board and/or the CISO, must jointly evaluate the criticality [8].

However, regarding your specific question about informing someone in the event of a prolonged power outage, the document does not directly address this scenario. But it does provide information on who to inform in case of other types of incidents.

For example, according to Table 3: Immediate measures water ingress in Document: KISTERS_BCM_1-BCHandbook.pdf | Section: 2.2.3 Immediate Measures in the Event of Water Ingress, if there is no danger to life and limb, the reporting person or facility management should try to eliminate the cause (e.g., close the main valve).

However, for a prolonged power outage, I couldn't find specific information on who to inform. 

But according to Document: KISTERS_IS_IncidentManagement.pdf | Section: 5.4 Activate Emergency Plan (*4), if the Recovery Time Objective (RTO) of a critical business process is at risk, then the emergency plan must be activated, and the emergency response organization should be informed.

I would recommend checking other documents or the guidelines for more specific information on how to handle prolonged power outages.

If you have any further questions or need clarification, please let me know.",BCM Handbook – 2.2.4 Power Failure
Who should I contact if the power goes out in the building?,"According to the provided context, specifically Document: KISTERS_BCM_1-BCHandbook.pdf | Section: 2.2.4 Immediate Measures in the Event of Power Failure [6], you should report the power failure by telephone to the facility management or head office with a request for immediate forwarding to the facility management.",BCM Handbook – 2.2.4 Power Failure
What is my responsibility if I experience an internet connection failure – and who decides on further steps?,"According to the KISTERS BCM Handbook, in the event of an internet connectivity failure, your immediate responsibility is to report it to the IT administration or via the head office with a request for immediate forwarding to the IT administration [6]. 

Please refer to Table 6: Immediate measures internet connectivity failure in Document: KISTERS_BCM_1-BCHandbook.pdf | Section: 2.2.6 Immediate Measures in the Event of Internet Connectivity Failure",BCM Handbook – 2.2.6 Immediate Measures in the Event of Internet Connectivity Failure
What steps are planned if many colleagues are absent due to illness at the same time and my department is at risk of becoming unable to function?,"According to the KISTERS BCM Handbook, if many colleagues are absent due to illness at the same time and your department is at risk of becoming unable to function, the following steps are planned:

1. In case of symptoms of infectious diseases: work from home if possible.
2. Clarify suspected infection promptly (visit a doctor, self-test if necessary). If infection is confirmed: Report to krankmeldung@kisters.de or the head office.
3. Notification to supervisor / BU management of sickness-related absence of the person with expected duration of staff absence.

These steps are outlined in Section 2.2.8 Immediate Measures in the event of Epidemic or Pandemic Infectious Disease of the KISTERS_BCM_1-BCHandbook.pdf document.

Additionally, according to Section 6.4 Staff Shortage, if a staff shortage is identified, the following measures will be taken:

* The immediate measures for ""Immediate measures in the event of an epidemic infectious disease (pandemic)"" and ""Immediate measures in the event of staff shortages as a result of illness"" must be observed.
* Staff shortages are to be resolved by prioritizing and restructuring within the KISTERS Group at Business Unit level, with the final decision resting with the emergency management team (EMT).
* The EMT can recall employees from business units to deal with the crisis. Known personnel service providers can also be used to resolve bottlenecks; the decision lies with the respective BU management in consultation with EMT.

Please note that these steps are part of the BCM plan and should only be followed in case of a confirmed staff shortage due to illness.",BCM Handbook – 2.2.9 Immediate Measures in the event of Staff Shortages due to Illness
Who is the “Manager of Duty” (MoD) and what role does this function play in the escalation process?,"According to the KISTERS Incident Management Process, the ""Manager of Duty"" (MoD) is a formal role involved in the incident management process [1]. They are part of the Emergency Response Team (ERT) and have decision-making authority in case of an emergency.

In the escalation process, the MoD plays a crucial role. When a critical business process is affected by a disturbance and the Maximum Time for Decision (MTD) to declare an emergency is defined, the manager of duty must be informed so that they can initiate the activation of the emergency plan [2].

The MoD is also responsible for activating the Emergency Response Organization (ERO) and informing the Emergency Response Team leader of the situation [3]. They have the final decision to activate the emergency plan and are involved in declaring an emergency.

In summary, the Manager of Duty (MoD) is a critical role in the escalation process, responsible for activating the emergency response organization and making key decisions in case of an emergency.

References:
[1] Document: KISTERS_IS_IncidentManagement.pdf | Section: Emergency (escalated incident)
[2] Document: KISTERS_IS_IncidentManagement.pdf | Section: 5.3 Remedy (*3)
[3] Document: KISTERS_IS_IncidentManagement.pdf | Section: 5.4 Activate Emergency Plan (*4)",BCM Handbook – 3.1 Detection and Reporting (Manager of Duty)
"Who is ""Manager of Duty"" and what decisions does he make?","According to the KISTERS IS Handbook, the Manager of Duty (MoD) is responsible for convening the Emergency Management Team (EMT) in an emergency. The MoD must be alerted as soon as at least one question can be answered with ""YES"" regarding incidents with emergency or crisis potential.

The MoD has the following responsibilities:

* Convene the EMT in case of an emergency
* Decide whether to activate the emergency plan
* Inform the EMT members about the situation, including a brief information on the incident, meeting point, and meeting time

In an emergency, the Manager of Duty is responsible for making decisions regarding the activation of the emergency response organization and the execution of the Restart Plan. The MoD's decision to activate the emergency plan determines whether the emergency response team (ERT) will be activated.

The MoD can be either the CEO or a designated Manager of Duty within each business unit, depending on their specific organizational structure.",BCM Handbook – 3.1 MoD
"What questions should IT helpdesk staff ask to identify a potential ""emergency""?","According to the KISTERS_BCM_1-BCHandbook.pdf [4], when assessing an incident for emergency or crisis potential, IT Help Desk (1st / 2nd Level Support) staff can use the following key questions:

| Key questions for incidents with emergency or crisis potential - IT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | Yes/No   |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|----------|

The relevant questions to identify a potential ""emergency"" are:

* ▪ Is the affected IT system or application an essential part of the security infrastructure (vi- rus management, firewall, etc.)?
* ▪ Does the failure of the affected IT system or application have an impact on a large group of users or the essential business operations at KISTERS?
* ▪ Is there a strong suspicion of intentional data or system manipulation (data leakage), un- authorized exercise of rights or a targeted attack (physical or virtual) on IT components?
* General: Is it to be expected that the effects of the reported incident will exceed a period of > 24 hours? If necessary, ask 2nd level support for the information.
* ▪ Is a critical business process affected by the failure? Is it to be expected that the effects of the reported event will exceed a period > MTD of the business process? If necessary, ask 2nd level support for the information.
* ▪ Does the failure of the affected IT system or application have an impact on external stakeholders, such as customers, media, supervisory authorities? If necessary, ask the user for information.

As soon as at least one question can be answered with ""YES"", the Manager of Duty should be alerted immediately.",BCM Handbook – 3.1.2 Key Questions IT Help Desk
"What guiding questions does the IT Help Desk, for example, use to assess whether an incident has the potential to become an emergency or crisis?","According to the KISTERS Business Continuity Handbook [3], the IT Help Desk uses the following key questions to assess whether an incident has the potential to become an emergency or crisis:

* Has the service provider or its subcontractor experienced an unplanned outage, emergency, or crisis, or is this foreseeable?
* Has the service provider unilaterally terminated the contract and suspended its services with immediate effect?

If at least one of these questions can be answered with ""YES"", the IT Help Desk should alert the Manager of Duty immediately.",BCM Handbook – 3.1.2 Report Recipient: IT Help Desk (1st / 2nd Level Support)
Where is the EMT room located in the headquarters and through which alternative channels can the EMT team meet?,"According to the KISTERS BCM Handbook, Document: KISTERS_BCM_1-BCHandbook.pdf | Section: 3.3 EMT Room (KISTERS Headquarter), the EMT room is located in Aachen at Pascalstraße 8-10, Room D013 and can be accessed with a company ID or access card.

As for alternative channels to meet, Microsoft Teams: KISTERS BCM-ERO and Microsoft 365 Sharepoint: KISTERS BCM-ERO are also available.",BCM Handbook – 3.3.1 Accessibility and Locations of EMT Rooms
Where is the EMT room located in the headquarters?,"According to the KISTERS BCM Handbook [6], specifically in the section on ""Table of contents"" and further detailed in the sections ""3.3 Accessibility and Locations of EMT Rooms"" and ""3.3.1 Accessibility and Locations of EMT Rooms"", the EMT room is located at Aachen: Pascalstraße 8-10, Room D013, but access to this room is regulated via company ID/access card.

Additionally, as mentioned in the section ""3.3.1 Accessibility and Locations of EMT Rooms"", Microsoft 365 Teams (KISTERS BCM-ERO) and Microsoft 365 Share-point (KISTERS BCM-ERO) are also available for use by the EMT.",BCM Handbook – 3.3.1 EMT Rooms
What preparatory steps are planned in the EMT room?,"According to the Document: KISTERS_BCM_1-BCHandbook.pdf | Section: 3.3.2 Equipment and Preparation, the following activities should be carried out in the EMT room depending on the situation:

- Unlock and ventilate the room
- Provide visualization surfaces such as action tracking or event timeline
- Set up tables and chairs in a U-shape in the direction of the visualization areas
- Set up name and role cards
- Prepare emergency manual, start emergency notebooks and connect to the network
- Provide conference call connection
- Test communication equipment and technology for operational readiness
- Provide catering and drinks",BCM Handbook – 3.3.2 Equipment
