Frage,Antwort,Referenz
"How should I behave during an audit, particularly with regard to transparency and evidence?","According to the provided context in the ""KISTERS_IS_Audits.pdf"" document, specifically in Section 2.3.1 Preparation:

| Auditor                                                                                              | Participant                                                                                                                                                                                                                                                                                                                                                                                                                                                |
|------------------------------------------------------------------------------------------------------|------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| Request all relevant documents for review prior to the audit.                                                           | Prepare all relevant documents for review prior to the audit, provide to auditor if requested.                                                             |

This indicates that transparency is important during an audit, as both parties are expected to be cooperative and share necessary information.

In Section 2.3.2 Execution:

| Auditor                                                                                                                                                                                                                                                   | Participant                                                                                                                                                               |
|-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|---------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| At the start, confirm the objective, scope, document references and audit plan with participants.                                                                                                                                                       |                                                                                                                                                                           |
| Confirm the rules of the audit and circumstances that may lead to aborting the audit.                                                                                                                                                                     |                                                                                                                                                                           |

It is mentioned that at the beginning of the audit, it's essential to clarify the objectives, scope, documents, and plans involved in the audit.

Regarding evidence, in Section 2.3.2 Execution:

| Auditor                                                                                                                                                                                                                                                   | Participant                                                                                                                                                               |
|-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|---------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| Record date, location, objective, scope, (normative) references and participants (auditors and participants) of audit.                                                                                                                                  |                                                                                                                                                                           |

This suggests that documentation is crucial during an audit, with the auditor responsible for recording relevant information.

Additionally, in Section 2.3.1 Preparation:

| Auditor                                                                                              | Participant                                                                                                                                                                                                                                                                                                                                                                                                                                                |
|------------------------------------------------------------------------------------------------------|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| Provide information on professional confidentiality obligation or sign a non-disclosure agreement covering the audit. | Verify that the auditor is subject to a professional confidentiality obligation or that a valid non-dis- closure agreement covering the audit is in place. |

This indicates that maintaining confidentiality and ensuring a non-disclosure agreement (NDA) are essential aspects of an audit.

In summary, to behave correctly during an audit regarding transparency and evidence, it's crucial to:

1.  Be cooperative and provide necessary information.
2.  Clarify the objectives, scope, documents, and plans involved in the audit at its start.
3.  Ensure documentation is thorough and accurate.
4.  Respect professional confidentiality obligations or have a valid non-disclosure agreement (NDA) in place.

By adhering to these guidelines, you can maintain transparency and evidence during an audit.",Audit Guideline – 2.3.2 Execution (Participant)
"What are the next steps after an audit if I, as the responsible party, receive an audit report?","According to the ""KISTERS IS Audits.pdf"" document [1], Section 3 Management of audit findings, all audit findings (deviations and opportunities for improvement) concerning KISTERS as the responsible party MUST be documented and tracked in the KISTERS ticket system. All corresponding follow-up actions MUST be tracked according to the ""KISTERS IS Guideline Change Management"" [4].

After receiving an audit report, the next steps would be:

1. Documenting the audit findings in the KISTERS ticket system.
2. Tracking the corresponding follow-up actions according to the ""KISTERS IS Guideline Change Management"".

These are the steps mentioned in the provided context for managing audit findings as a responsible party.",Audit Guideline – 2.3.3 Report / 3 Management of audit findings
What types of deviations (findings) are found during audits?,"According to the provided context, there are two types of deviations (findings) that may be identified during audits: **major deviation** and **minor deviation**.

A **major deviation** is a significant nonconformity with the relevant requirements that may impair the achievement of the required objectives of the process under investigation [1]. This type of deviation requires correction within a specified period, and the effectiveness of the measures must be verified.

On the other hand, a **minor deviation** is a nonconformity that does not in itself affect the achievement of the objectives of the process under review. Minor deviations must also be corrected within a specified period, often by the next audit [1].

Additionally, audits may identify **opportunities for improvement**, which are conformant topics where further improvements might be achievable [2].

These types of deviations and opportunities for improvement are mentioned in the context as findings that can be identified during audits.",Audit Guideline – 2.4 Findings
"How does a ""major deviation"" differ from a ""minor deviation"" in an audit context?","According to the document provided, a major deviation is a significant nonconformity with the relevant requirements that may impair the achievement of the required objectives of the process under investigation [1]. In contrast, a minor deviation is a nonconformity which does not in itself affect the achievement of the objectives of the process under review [2].

A major deviation requires correction within a specified period and verification of its effectiveness, whereas a minor deviation also needs to be corrected within a specified time frame but often by the next audit.

In summary, the main difference between a major deviation and a minor deviation is their potential impact on the achievement of objectives. A major deviation has a significant impact and requires urgent correction, while a minor deviation does not significantly affect the objectives and can be addressed in the next audit cycle [1].",Audit Guideline – 2.4.1 Major deviation / 2.4.2 Minor deviation
"What is meant by ""opportunity for improvement"" and how binding is its implementation?","According to the document KISTERS_IS_Audits.pdf | Section: 2.4.3 Opportunity for improvement, an opportunity for improvement can be identified when the requirements are met but there is still room for further improvement [1]. There are no formal deadlines for addressing opportunities for improvement, however they should be considered and corresponding decisions should be documented before the next audit.

The implementation of an ""opportunity for improvement"" is not explicitly stated as binding. However, it is mentioned that corresponding decisions should be documented, which implies a level of documentation and consideration, but does not necessarily imply immediate or mandatory action.",Audit Guideline – 2.4.3 Opportunity for improvement
How is an audit finding documented in the ticketing system?,"According to Section 3 Management of audit findings in Document: KISTERS_IS_Audits.pdf, all audit findings (deviations and opportunities for improvement) concerning KISTERS as the responsible party MUST be documented and tracked in the KISTERS ticket system.",Audit Guideline – 3.1 Audit Tickets
"How does an audit finding become a ticket, and what role does the ""Audit Summary Ticket"" play in this process?","According to Section 3.1 of KISTERS_IS_Audits.pdf, for each audit, a top-level ticket or issue (""Audit Summary Ticket"") MUST be created. Depending on the individual Jira conventions used by the team or project, the Audit Summary Ticket MAY be an Epic or a Story.

The subject of the Audit Summary Ticket SHOULD be in the form: ""[Audit-ID] &lt;audit short description&gt;"" and it SHOULD have a Deadline which defines the latest date of resolution for all associated Audit Action Tickets. The audit report SHOULD be attached to this Audit Summary Ticket, or a permanent link to the audit report SHOULD be provided.

An ""Audit Action Ticket"" SHOULD be created for each finding, using an appropriate issue type. The subject of the Audit Action Ticket SHOULD be in the form: ""[Audit-ID](Finding-ID) &lt;short description&gt;"" and it SHOULD have a Deadline defining the planned or required date of ticket resolution.

The Audit Summary Ticket plays a crucial role as it is linked to all Audit Action Tickets, either blocking or being blocked by them, depending on their relation.",Audit Guideline – 3.1 Organization of audit tickets
"How are tickets originating from audits prioritized (e.g., Major Deviation vs. Minor Deviation) and what target implementation deadlines apply to them?","According to the document ""KISTERS_IS_ChangeManagement.pdf"" | Section: 6.3 Ticket Priority [2], tickets created in one of the Service Desks have their initial priority calculated from the 'Impact' of the current status or observed situation on processes and/or systems, and the requested 'Urgency' of the ticket resolution.

For audit-related tickets, a Major Deviation is considered High priority, while a Minor Deviation is Medium priority. According to ""KISTERS_IS_Audits.pdf"" | Section: 2.4 Audit findings [1], Major Deviations are significant nonconformities that may impair the achievement of the required objectives of the process under investigation.

Target implementation deadlines for these tickets vary based on their priority and type:

- High-priority (Major Deviation) tickets SHOULD have a defined Due Date set, with reasons for major deviations from the default Due Date being documented in the ticket. According to ""KISTERS_IS_ChangeManagement.pdf"" | Section: 6.3 Ticket Priority [2], High or Highest priority tickets have a target resolution time of 1 Week.

- Medium-priority (Minor Deviation) tickets typically follow a more relaxed timeline, with a target resolution time of several weeks or months, depending on the specific requirements and circumstances.

Please note that these priorities and timelines are based on the provided context and may vary depending on other factors not mentioned in the source.",Audit Guideline – 3.2.1 Standard audit ratings
"How are risk ratings (Very High, High, Medium, …) assigned to Jira priorities and processing times?","According to the provided context [source id=""1""] Document: KISTERS_IS_Audits.pdf | Section: 3.2.2 Risk-based ratings**, risk ratings are assigned as follows:

| Risk Rating   | Jira Priority   | Target Planning Time   | Target Resolution Time   |
|---------------|-----------------|------------------------|--------------------------|
| Very High     | Very High       | ASAP                   | 1 Week                   |
| High          | High            | 2 Weeks                | 1 Month                  |
| Medium        | Medium          | 2 Months               | 3 Months                 |
| Low           | Low             | -                      | 6 Months or next audit   |
| Informational | Lowest          | -                      | 12 Months or next audit  |

This mapping shows how risk ratings are assigned to Jira priorities and processing times.",Audit Guideline – 3.2.2 Risk-based ratings
What do I need to consider if an audit finding requires action across multiple teams – how should tickets be created?,"If an audit finding requires independent actions by different teams or assignees, more than one Audit Action Ticket MAY be created for a single finding [1]. The subjects of the Audit Action Tickets MUST follow the convention defined above, but SHOULD be different to allow for easy identification.

According to Section 3.3.2 Multiple Audit Action Tickets per finding in Document: KISTERS_IS_Audits.pdf, when multiple teams are involved, you should create separate tickets for each team, ensuring that each ticket follows the standard naming convention and is easily identifiable.

Additionally, the existing guidelines suggest creating a single Audit Summary Ticket for all related findings [1], which can be linked to each individual Audit Action Ticket. This way, you maintain transparency and trackability of actions across multiple teams.

Please note that while this might seem like a straightforward approach, specific requirements or team-specific processes may need to be considered to ensure seamless collaboration and efficient resolution of audit findings.",Audit Guideline – 3.3.2 Multiple Audit Action Tickets per finding
How do I proceed if an existing ticket also covers the content of a new audit finding?,"According to Section 3.3.3 Re-use of existing tickets in the document KISTERS_IS_Audits.pdf, if a finding from a previous audit is reported again in a subsequent audit and it can be resolved by an already existing ticket, e.g., as part of an existing development plan, bug report or enhancement request, this ticket SHOULD be used as the Audit Action Ticket for the audit.",Audit Guideline – 3.3.3 Re-use of existing tickets
What should be done if a customer requests a vendor audit from KISTERS or conducts security checks independently?,"If a client requests a vendor audit at KISTERS or performs security checks independently, the following steps MUST be taken:

1.  The CISO (or BCMO) MUST be informed about this request to ensure proper documentation and management in the KISTERS ISMS/BCMS.
2.  If KISTERS staff members become aware of clients performing audits without prior consultation with KISTERS, e.g., security audits of 'on premise' systems, any information about such audits MUST also be forwarded to the CISO or BCMO.

Additionally, if the client engages an external auditor, a confidentiality agreement between the auditor and KISTERS MUST also be concluded in advance.

Please note that these steps are based on the provided context from the KISTERS IS_Audits.pdf document.",Audit Guideline – 3.4 Special case: vendor audits by clients
Who regularly checks the status of the audit actions and how is this check documented?,"According to Section 4 Review of audit actions in the Document: KISTERS_IS_Audits.pdf, the status of audit actions MUST be reviewed on a regular schedule by two parties:

1. The head of team or system owner responsible for the audited subject matter, area, solution, organization, etc.
2. The ISMT for all audit actions.

Upon review, all changes of the audit tickets (e.g., changes of proposed resolution, resolution schedule, or responsible person/team for resolution) MUST be documented in the corresponding tickets.",Audit Guideline – 4 Review of audit actions
What is the purpose of the Business Continuity Handbook and who does its regulation affect?,"The Business Continuity Handbook's purpose is to enable those responsible at KISTERS Group to achieve orderly emergency operations and enable a return to normal operations. The regulations relating to emergency operations in the organizational units are regulated in the further documents on business continuation and restart/recovery.

Its regulation affects all locations, organizational units, and business processes within the scope of the BCMS (Business Continuity Management System), which is binding for all BCM Emergency Response Organisation (ERO) role holders.",BCM Handbook – 1.1 Objective / 1.2 Scope
"For which situations is the Business Continuity Handbook intended, and for which areas of the KISTERS Group is it binding?",The Business Continuity Handbook is intended to cover all aspects of emergency management and can also be used for crisis management without recourse to more detailed emergency plans [7]. It enables those responsible at the KISTERS Group to achieve orderly emergency operations and enable a return to normal operations.,BCM Handbook – 1.1 Objective / 1.2 Scope
"How is the difference between ""disruption"" and ""critical disruption"" described in the BCM manual?","According to the KISTERS_BCM_1-BCHandbook.pdf, a disruption [4] is defined as a situation in which processes or resources are not available as intended. On the other hand, a critical disruption [4] is specifically an interruption to business operations that affects at least one time-critical business process and cannot be restored to normal operation within the maximum tolerable period of disruption (MTPD).",BCM Handbook – 1.3.1 Disruption / 1.3.2 Critical Disruption
When does KISTERS speak of an emergency and when of a crisis?,"According to the provided context, KISTERS defines an emergency as an interruption to business operations that affects at least one time-critical business process that cannot be restored during normal operation within the maximum tolerable period of disruption (MTPD) [1]. In contrast, a crisis is defined as a damaging event that has a massive negative impact on KISTERS AG and whose effects on KISTERS AG cannot be managed during normal operations.",BCM Handbook – 1.3.3 / 1.3.4
"What criteria must be met for an incident at KISTERS to be classified as an ""emergency""?","According to the KISTERS BCM Handbook [3], an emergency is defined as an interruption to business operations that affects at least one time-critical business process that cannot be restored during normal operation within the maximum tolerable period of disruption (MTPD).",BCM Handbook – 1.3.3 Emergency
"At what point does KISTERS speak of an ""emergency"" and how does this differ from a ""crisis""?","According to the provided context, KISTERS speaks of an ""emergency"" in Section 1.3.3 of the Document: KISTERS_BCM_1-BCHandbook.pdf.

An emergency is defined as ""interruptions to business operations that affect at least one time-critical business process that cannot be restored during normal operation within the maximum tolerable period of disruption (MTPD)"" [4].

A crisis, on the other hand, is described in Section 1.3.4 of the same document: a crisis is a damaging event with a massive negative impact on KISTERS AG whose effects cannot be managed during normal operations.

The key difference between an emergency and a crisis lies in the availability of contingency plans to deal with the situation. In the case of an emergency, suitable plans are available or existing plans can be adapted [4]. In contrast, a crisis is characterized by its massive negative impact on KISTERS AG, where no specific contingency plans exist or can only be adapted to a limited extent.

Therefore, according to KISTERS' definitions, an emergency requires the activation of the Emergency Response Organisation (BCM-ERO) and existing contingency plans can be used, whereas a crisis cannot be managed during normal operations and requires external aid.",BCM Handbook – 1.3.3 Emergency / 1.3.4 Crisis
"What basic principles must I observe when taking general immediate action in a dangerous situation (e.g. evacuation, first aid)?","According to the KISTERS_BCM_1-BCHandbook.pdf | Section: 2.1 General Immediate Measures [5], when carrying out emergency measures, the following principles must be observed:

* Keep calm
* Self-protection comes first
* Protection of life and limb has top priority
* Announcements, especially those made by emergency services, must be followed
* Supervisors are responsible for securing their areas

In the event of danger to life and limb, rescue services must be called in immediately.",BCM Handbook – 2.1 General Immediate Measures
"What should I do if I notice a cyberattack (e.g., ransomware)?","If you notice a cyber attack, such as ransomware, follow the immediate measures outlined in Section 2.2.1 of the KISTERS Business Continuity Handbook:

* Keep calm and do not follow any instructions on the screen.
* Disconnect all network connections immediately.
* Do not start any more programs and do not open any more files.
* Call the IT emergency number immediately.
* Wait for further instructions.

Additionally, as stated in Section 2.1 of the KISTERS Business Continuity Handbook:

* Immediately hand over your computer to the IT administration for securing evidence and potentially further forensic investigation by external specialists.

It is also recommended to activate emergency environments if available, and initiate a rebuild from scratch of the affected systems in parallel, as described in the Procedure ""Cyber-Attack"" (KISTERS_BCM_7-EP-cyber_attack.pdf).

Please note that these measures are part of the company's business continuity plan and should be followed to minimize damage and ensure prompt recovery.",BCM Handbook – 2.2.1 Cyber Attack
What immediate actions should an employee take if they notice a cyberattack?,"According to the provided context, specifically in Document: KISTERS_BCM_1-BCHandbook.pdf | Section: 2.2.1 Immediate Measures in the Event of Cyber Attack (Ransomware / Malware), the immediate actions an employee should take if they notice a cyberattack are:

1. Keep calm and do not follow any instructions on the screen.
2. Disconnect all network connections immediately (activate airplane mode, switch off WiFi/Bluetooth, unplug the network cable, etc.).
3. Do not start any more programs and do not open any more files.
4. Call the IT emergency number immediately.
5. Wait for further instructions.
6. For further preservation of evidence and forensic investigation, hand over the computer to the IT administration as instructed.

It is essential to follow these steps promptly in case of a suspected cyberattack to prevent potential damage and enable swift response from the IT team.",BCM Handbook – 2.2.1 Cyber Attack Immediate Measures
"What should I, as an employee, do specifically if a ransomware message appears on my screen?","According to the KISTERS_IS_Guideline.pdf | Section: 13.2 Measures in case of suspected malware attack (reactive), if you suspect that your computer has been infected with a virus, including ransomware, you should follow these steps:

1. Stay calm and never follow messages that appear on the screen.
2. Immediately disconnect all network connections: Activate airplane mode, switch off WiFi/Bluetooth, unplug the network cable.
3. Do not start any further programmes and do not open any further files!
4. Inform your IT administrators by phone(!) or via another channel that is independent of the affected device. Have the following information ready:
   - What device are we talking about, where is it and how was it and/or is it currently incorporated into the corporate network?
   - How was the virus detected (virus scanner, messages/comments in documents, crashes, error messages, etc.)?
   - If detected by virus scanners: What kind of virus has been detected?
   - What was the possible virus source (email, website, download, network, USB stick, CD, etc.)?
   - Could it be that the virus has been transferred to others (via email, USB stick, network, CD, etc.)?
5. Wait for further instructions from your IT administrator.
6. Hand over your computer to the IT administration for securing of evidence and potentially further forensic investigation by external specialists.

Please note that these steps are provided as a general guideline and might be subject to change based on specific circumstances or more recent guidelines. If you are unsure, it is always best to follow the instructions provided by your company's IT department.",BCM Handbook – 2.2.1 Immediate Measures in the Event of Cyber Attack (Ransomware/Malware)
"What should I do if I, as an employee, notice a prolonged power outage in the building? Whom should I inform?","According to the KISTERS Business Continuity Management Handbook (Document: KISTERS_BCM_1-BCHandbook.pdf | Section: 2.2.4 Immediate Measures in the Event of Power Failure), if you notice a prolonged power outage, you should report it by telephone to the facility management or head office with a request for immediate forwarding to the facility management [5].",BCM Handbook – 2.2.4 Immediate Measures in the Event of Power Failure
Whom should I inform in the event of a prolonged power outage?,"According to the document ""KISTERS_BCM_1-BCHandbook.pdf | Section: 2.2.4 Immediate Measures in the Event of Power Failure"", you should inform the BCMO (Business Continuity Management Officer) or CISO (Chief Information Security Officer), depending on the risk situation, as soon as possible after noticing a power failure.

Additionally, if it is a prolonged power outage, you should also inform the affected clients and other stakeholders according to your organization's incident management process.",BCM Handbook – 2.2.4 Power Failure
Who should I contact if the power goes out in the building?,"According to Document: KISTERS_BCM_9-EP-Internal_IT-DC.pdf | Section: 5.3 Organizational prerequisites, if there is a power failure, you should report it by telephone to the facility management or head office with a request for immediate forwarding to the facility management.",BCM Handbook – 2.2.4 Power Failure
What is my responsibility if I experience an internet connection failure – and who decides on further steps?,"According to the provided context, specifically in Document: KISTERS_BCM_1-BCHandbook.pdf | Section: 2.2.6 Immediate Measures in the Event of Internet Connectivity Failure [6], your responsibility is to notice the internet connection failure and report it to IT administration or via the head office.

The responsible person for further steps is the IT administration, as stated in the same section:

|   No. | Activity                                                                                                                                        | Responsible       |
|-------|-------------------------------------------------------------------------------------------------------------------------------------------------|-------------------|
|     1 | Internet failure noticed: Report to IT administrationor via the head office with the request for immediate forward- ing to IT administration | Reporting person  |
|     2 | Troubleshooting and damage limitation                                                                                                        | IT administration |

In case of an internet connection failure, it is essential to report the issue promptly to ensure timely resolution.",BCM Handbook – 2.2.6 Immediate Measures in the Event of Internet Connectivity Failure
What steps are planned if many colleagues are absent due to illness at the same time and my department is at risk of becoming unable to function?,"According to the provided context, in the event of a staff shortage due to illness [6], the following measures should be taken:

1. In the case of symptoms of infectious diseases: work from home if possible.
2. Clarify suspected infection promptly (visit a doctor, self-test if necessary). If infection is confirmed: Report to krankmeldung@kisters.de or the head office.
3. Notification to supervisor / BU management of sickness-related absence of the person with expected duration of staff absence.
4. Notify the OHS representative if a high level of sick leave is suspected.

If these measures are not sufficient, and your department is at risk of becoming unable to function, the following steps can be taken:

* The emergency management team (EMT) should be informed.
* Staff shortages are to be resolved by prioritizing and restructuring within the KISTERS Group at Business Unit level, with the final decision resting with the EMT.
* Employees can be recalled from other business units to deal with the crisis.
* Known personnel service providers can also be used to resolve bottlenecks.

Please note that these measures are part of the Business Continuity Management (BCM) plan and should be followed in the event of a significant staff shortage due to illness.",BCM Handbook – 2.2.9 Immediate Measures in the event of Staff Shortages due to Illness
Who is the “Manager of Duty” (MoD) and what role does this function play in the escalation process?,"According to Section 1.2 Stakeholders in Document: KISTERS_BCM_9-EP-Internal_IT-Infrastructure.pdf | Section: 1.3 Activation process, the ""Responsible manager"" or ""Manager of Duty"" (MoD) is responsible for decision-making authority in a case of a critical incident. They can be the responsible manager of affected service or the manager of duty.

In terms of escalation, they play a crucial role in initiating the activation of the emergency plan when necessary, as mentioned in Document: KISTERS_IS_IncidentManagement.pdf | Section: 5.3 Remedy (*3) and Document: KISTERS_BCM_9-EP-Internal_IT-Infrastructure.pdf | Section: 1.3 Activation process.

Their role is essential in making timely decisions to mitigate the impact of an incident, and they work closely with other stakeholders such as the Emergency Response Team (ERT), System owners, SysAdmins, and KISTERScloud SOS to ensure effective escalation and recovery processes are followed.",BCM Handbook – 3.1 Detection and Reporting (Manager of Duty)
"Who is ""Manager of Duty"" and what decisions does he make?","According to the provided context, specifically in Document: KISTERS_BCM_1-BCHandbook.pdf | Section: Manager of Duty (*5), the ""Manager of Duty"" (MoD) is:

* The highest authorized Manager of Duty of KISTERS Group is the CEO.
* Individual organizational units can introduce their own Managers of Duty for their area in their business continuity plans, who report to the next Manager of Duty at the higher level.

The MoD makes decisions such as:

* Alerting the Emergency Response Organisation (ERO) after reporting an incident (*5).
* Convening the Emergency Management Team (EMT) if necessary.
* Taking charge of coordinating the emergency response and decision-making process.",BCM Handbook – 3.1 MoD
"What questions should IT helpdesk staff ask to identify a potential ""emergency""?","According to the KISTERS_BCM_1-BCHandbook.pdf, for IT Help Desk (1st / 2nd Level Support) to identify a potential emergency, they should answer at least one of the following key questions with YES:

* Is the affected IT system or application an essential part of the security infrastructure (virus management, firewall, etc.)?
* Does the failure of the affected IT system or application have an impact on a large group of users or the essential business operations at KISTERS?
* Is there a strong suspicion of intentional data or system manipulation (data leakage), unauthorized exercise of rights or a targeted attack (physical or virtual) on IT components?
* General: Is it to be expected that the effects of the reported incident will exceed a period of > 24 hours? If necessary, ask 2nd level support for the information.
* Is a critical business process affected by the failure? Is it to be expected that the effects of the reported event will exceed a period > MTD of the business process? If necessary, ask 2nd level support for the information.
* Does the failure of the affected IT system or application have an impact on external stakeholders, such as customers, media, supervisory authorities? If necessary, ask the user for information.

As soon as at least one question can be answered with YES, please alert the Manager of Duty immediately.",BCM Handbook – 3.1.2 Key Questions IT Help Desk
"What guiding questions does the IT Help Desk, for example, use to assess whether an incident has the potential to become an emergency or crisis?","According to the KISTERS_BCM_1-BCHandbook.pdf document, Section: 3.1.2 Report Recipient: IT Help Desk (1st / 2nd Level Support), the guiding questions for assessing whether an incident has the potential to become an emergency or crisis are:

| Key questions for incidents with emergency or crisis potential - IT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | Yes/No   |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|----------|

The document states that if at least one question can be answered with YES, the Manager of Duty should be alerted immediately.",BCM Handbook – 3.1.2 Report Recipient: IT Help Desk (1st / 2nd Level Support)
Where is the EMT room located in the headquarters and through which alternative channels can the EMT team meet?,"According to the KISTERS BCM 1-BCHandbook [6], the location of the EMT Room (KISTERS Headquarter) is as follows:

* Aachen: Pascalstraße 8-10, Room D013 [6]
* Microsoft 365 Teams: KISTERS BCM-ERO [4]",BCM Handbook – 3.3.1 Accessibility and Locations of EMT Rooms
Where is the EMT room located in the headquarters?,"According to the KISTERS_BCM_1-BCHandbook.pdf, specifically Section 3.3.1 Accessibility and Locations of EMT Rooms, the EMT room at the KISTERS Headquarter can be found at:

Aachen: Pascalstraße 8-10, Room D013

Additionally, there is a Microsoft 365 Teams link (KISTERS BCM-ERO) and a Microsoft 365 Sharepoint link (KISTERS BCM-ERO) available for remote access.

The room's accessibility is regulated via company ID/access card.",BCM Handbook – 3.3.1 EMT Rooms
What preparatory steps are planned in the EMT room?,"According to Document: KISTERS_BCM_1-BCHandbook.pdf | Section: 3.3.2 Equipment and Preparation, the following preparatory steps are planned in the EMT room:

- Unlock and ventilate the room
- Provide visualization surfaces such as action tracking or event timeline
- Set up tables and chairs in a U-shape in the direction of the visualization areas
- Set up name and role cards
- Prepare emergency manual, start emergency notebooks and connect to the network
- Provide conference call connection
- Test communication equipment and technology for operational readiness
- Provide catering and drinks",BCM Handbook – 3.3.2 Equipment
What points need to be considered when preparing the EMT room before an emergency meeting can start?,"According to the KISTERS_BCM_1-BCHandbook.pdf, Section: 3.3.2 Equipment and Preparation, the following activities should be carried out in the EMT room depending on the situation:

- Unlock and ventilate the room
- Provide visualization surfaces such as action tracking or event timeline
- Set up tables and chairs in a U-shape in the direction of the visualization areas
- Set up name and role cards
- Prepare emergency manual, start emergency notebooks and connect to the network
- Provide conference call connection
- Test communication equipment and technology for operational readiness
- Provide catering and drinks",BCM Handbook – 3.3.2 Equipment and Preparation
"What are the responsibilities of the Emergency Management Team in decision-making (e.g., facts, options, risks)?","According to the KISTERS_BCM_1-BCHandbook.pdf document, Section 9.1.3 Authority to Make Decision, the head of EMT has authority to lead and make decisions relating to the emergency or crisis. The head of EMT should incorporate the recommendations and assessments of EMT members in decision-making process.

The Emergency Management Team's responsibilities in decision-making are:

*   To identify facts about the situation.
*   To analyze options for resolving the situation.
*   To assess risks associated with each option.
*   To use decision-making methods, such as RICE scoring, to make a decision.

Additionally, according to the same document (KISTERS_BCM_1-BCHandbook.pdf), Section 9.1.4 Code of Conduct, all members of EMT must advise and support the head of EMT in the decision-making process.

Please let me know if you need any further information.","BCM Handbook – 4.1–4.4 Facts / Options / Expenses, Opportunities and Risks / Decision"
"How is the process generally planned to restore operations after a major IT outage (emergency operation, restart, return to normal operation)?","According to the provided context, specifically from Document: KISTERS_BCM_6-BCP-GEN-SharedIT-Internal_IT.pdf | Section: 2.1 BC Strategies and Document: KISTERS_BCM_9-EP-Internal_IT-DC.pdf | Section: 5.8 Returning to normal operation:

The process for restoring operations after a major IT outage involves the following steps:

1. Emergency Operation:
   - The objective is to maintain critical business processes and client availability by shifting functions to auxiliary resources, keeping the IT infrastructure in operation as far as possible.

2. Restart Process (Recovery):
   - Evaluate damage
   - Recover resources
   - Provide replacement resources if necessary
   - Resumption of business processes

3. Return to Normal Operation:
   - Switch back power supply of additional areas.
   - The additional areas that have been switched to emergency power must be manually switched back to normal power.

The process aims to provide a fallback or replacement environment and restore original functions after a failure, ensuring minimal disruption to critical business operations and client services.",BCM Handbook – 6.3 Failure of IT (Restart and recovery)
"What phases does the return to normal operations after an emergency involve, and who decides on de-escalation?","The return to normal operations after an emergency involves three phases: Measures required for transfer, De-escalation, and Analysis and evaluation of emergency response.

According to Document: KISTERS_BCM_1-BCHandbook.pdf | Section: 7 Transfer to Normal Operation:

*   **Measures required for transfer**: Before de-escalation by EMT, it must be checked whether the serious challenges of the incident have been resolved, whether other follow-up work can be carried out during normal operations and thus whether a transfer to normal operations is possible in principle.
*   **De-escalation**: Only EMT can de-escalate the emergency or crisis. All special powers of the roles within BCM-ERO end at the time of de-escalation.
*   **Analysis and evaluation of emergency response**: After return to normal operations, the experience gained from emergency and crisis management must be followed up using the documentation and reported to the institution's management.

According to Document: KISTERS_BCM_1-BCHandbook.pdf | Section: 7.2 De-escalation:

*   The following instructions must be observed for de-escalation:
    *   Only EMT can de-escalate the emergency or crisis.
    *   All special powers of the roles within BCM-ERO end at the time of de-escalation.
    *   The following departments must be informed for de-escalation: Employees (by e-mail), Customers (by e-mail, web pages), and Media (by press release).",BCM Handbook – 7 Transfer to Normal Operation (7.1 Measures Required for Transfer / 7.2 De-escalation / 7.3 Analysis and Evaluation)
"How often does the continuity manual need to be reviewed, and who is responsible for this?","According to Document: KISTERS_BCM_1-BCHandbook.pdf | Section: 8 Reviewing ad Updating of Contingency Manual, the Business Continuity Management Officer (BCMO) must review the contingency manual at least once a year to ensure it is up-to-date and appropriate.",BCM Handbook – 8 Reviewing and Updating of Contingency Manual
Under what conditions can the BCM-ERO be set up and then dissolved?,"The Business Continuity Management Emergency Response Organisation (BCM-ERO) can be set up by the Head of EMT declaring an emergency or crisis at a constituent meeting, as stated in section 9.1.1 Establishment and Dissolution of BCM-ERO of KISTERS_BCM_1-BCHandbook.pdf [6].

The termination of the emergency or crisis must be actively decided by the head of EMT and communicated to the entire institution. Upon termination, the BCM-ERO is repealed and all responsibilities of the KISTERS Group apply again as before the emergency or crisis.

This means that the BCM-ERO can be set up when an emergency or crisis occurs, and it can be dissolved when the situation has been resolved and normal operation can be resumed.",BCM Handbook – 9.1.1 Establishment and Dissolution of BCM-ERO
